Tipo,Num,Proceso,Enviar A,Fecha Hallazgo,Estado,Eficacia Global,Descripción,Servicio,Fuente,Reportado Por,Indicador,Actividad,,,,,,Fecha Cierre Proyectada,Avance %,Dias,Fecha Cierre,Causa Raiz
No Conformidad,1702,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 334-ODONTOLOGÍA GENERAL Estándar de Medicamentos, Dispositivos Medicos e insumos 32. Cumple con los criterios que le sean aplicables de todos los servicios. No Cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1703,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 334-ODONTOLOGÍA GENERAL Estándar de Procesos Prioritarios 35.1. Procedimientos que se pueden realizar, incluyendo aquellos que requieran anestesia local y no impliquen anestesia regional ni general. El prestador no cuenta con documento donde se evidencia los requisitos para manejo deanestesia local, cuenta con anotaciones en los protocolos de procedimientos donde définieel manejo de la anestesia pero no describe las cantidades y riesgos posibles para el manejo y uso de los anestesico locales. 35.2. Información al paciente sobre: 35.2.1. Preparación. no cuenta con la información solicitada 35.2.2. Recomendaciones post procedimiento. no cuenta con la información solicitada 35.2.3. Controles. no cuenta con la información solicitada. 35.2.4. Posibles complicaciones. no cuenta con la información solicitada.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1704,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 334-ODONTOLOGÍA GENERAL Estandar de Hist oria Clínica y registros. MODALIDADES INTRAMURAL, EXTRAMURAL UNIDAD MÓVIL, JORNADA DE SALUD Y DOMICILIARIA 41. Cumple con los criterios que le sean aplicables de todos los servicios. El prestador no cuenta con registros de consentimientos firmados por el paciente ni por el profesional, se evidencia espacios vacíos, en los registros de la historia clínica.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1705,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 420-VACUNACIÓN Estándar de Talento Humano 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: 1.1. Profesional de la medicina o profesional de la enfermería. Se debe asignar un profesional de la Enfermería o de la medicina para la supervisión del personal auxiliar",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1706,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 420-VACUNACIÓN Estándar de Medicamentos, Dispositivos Médicos e Insumos: 8. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Si se presenta interrupción de la cadena de frio, el prestador de servicios de salud realiza notificación segun el procedimiento establecido por el Invima. No cumplen con los criterios que sean aplicables de todos los servicio, cuenta con protocolo de notificación si se presenta interrupción de la cadena de frío.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1707,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 420-VACUNACIÓN Estándar de Procesos Prioritarios: 10. Cumple con los criterios que le sean aplicables de todos los servicios, la modalidad intramural y adicionalmente cuenta con: Si el prestador de servicios de salud administra la vacuna en un ambiente diferente al consultorio de vacunación cuenta con información documentada para el alistamiento de los biológicos para uso diario, así como la conservación de la cadena de frio. El prestador presenta documento denominado SALIDA EXTRAMURAL PT-MI-CE-25 Versión 03 Fecha enero 2024, el cual se identifica que el documento no cuenta con la descripción de alistamiento del biológicos y se deberá ampliar la conservación de la cadena frío ya que no se cuenta con la especificidad definida para la zona. El documento no se cuenta socializado ni programado dentro del plan de capacitación 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1708,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 344-PSICOLOGÍA: Estándar de Medicamentos, Dispositivos Médicos e Insumos: 32. Cumple con los criterios que le sean aplicables de todos los servicios. No Cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1709,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 706-LABORATORIO CLÍNICO: Estándar de Talento Humano: Modalidades intramural, extramural unidad móvil, jornada de salud y telemedicina - prestador remisor. 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1710,Misionales,calidad,13/Mar/2025,Vencida,,SERVICIO 706-LABORATORIO CLÍNICO: Estándar de Infraestructura: 7. Cumple con los criterios que le sean aplicables de todos los servicios No cumple con todos los criterios aplicable a los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1711,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 706-LABORATORIO CLÍNICO: Estándar de Dotación: Modalidades intramural, extramural unidad móvil, jornada de salud, telemedicina - prestador remisor. 12. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Revisar estándar transversal.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1712,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 706-LABORATORIO CLÍNICO Estándar de Medicamentos, Dispositivos Médicos e Insumos: Modalidades intramural, extramural unidad móvil, jornada de salud, telemedicina - prestador remisor. 14. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Medicamentos, dispositivos médicos e insumos requeridos para el procesamiento de las muestras, de acuerdo con las pruebas que realice. No Cumple con los criterios que le sean aplicables de todos los servicios, cuenta con Medicamentos, dispositivos médicos e insumos requeridos para el procesamiento de las muestras",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1713,Gestión de Calidad,calidad,13/Mar/2025,Vencida,,"SERVICIO 706-LABORATORIO CLÍNICO Estándar de Procesos Prioritarios: 16. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: No cumple con los criterios que le son aplicables de todos los servicios 16.1. Programa de control de calidad interno y externo, que contemple las pruebas realizadas. El prestador para la vigencia 2024 no ha participado en el control externo de calidad, presenta soporte de contratación desde el mes de octubre 2024, para la participación en el año 2023 no se observa soporte de las acciones tomadas de acuerdo a los resultados. 16.2. Validación secundaria o verificación. No se cuenta con la información solicitada en el momento de la visita. 16.3 Análisis de los reportes del control de calidad y toma de medidas preventivas y correctivas. Se observan registro de análisis a los reportes. No se evidencia toma de medidas preventivas y correctivas. 16.4. Toma, identificación, transporte, conservación, embalaje y remisión de las muestras, cuando aplique. El prestador cuenta con documento MA-MI-LA 13 Manual de toma, transporte, conservación y remisión de muestras de laboratorio clínico, la modalidad extramural no se encuentra documentada, se diligencia el formato registro y transporte de muestras de laboratorio FTMI-LA-103 no se cuenta con el diligenciamiento de todos los campos que permiten realizar la trazabilidad de las muestras, no cuentan con la trazabilidad de la temperatura de las muestras en la modalidad extramural. Para los analitos no procesados en la sede se diligencia el formato LX-TMS-RC-007 Registro remisión de muestras puntos de atención perteneciente al laboratorio de referencia. 16.6. Supervisión de la toma de muestras cuando sea realizada por los auxiliares, cuando aplique. La institución no presenta la información solicitada. 16.8. Control de calidad de las “pruebas en el punto de atención del paciente - (point of care testing -POCT)"", cuando aplique. El prestador no cuenta con controles de calidad para las pruebas de VIH, Sífilis, Dengue, Hepatitis B",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1714,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 706-LABORATORIO CLÍNICO Estándar de Historia Clínica y Registros: 18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le son aplicables a todos los servicios. 18.1. Registro de pacientes, exámenes solicitados y pruebas realizadas. El prestador cuenta con formato de registro recepción de muestras por servicio PM-FR-03- 06, registro no implementado en la sede. 18.3. Registro de validación secundaria o verificación. El prestador no presenta la información solicitada 18.6. Registro de control de calidad interno y externo. Cuenta con registros y análisis del control interno, para el control externo en el año 2024 n tiene ninguna participación en el programa. 18.7. Registro de control de calidad de las “pruebas en el punto de atención del paciente - (point of care testing - POCTY”, cuando aplique. El prestador no cuenta con controles de calidad para las pruebas de VIH, Sífilis, Dengue, Hepatitis.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1715,Misionales,calidad,13/Mar/2025,Vencida,,SERVICIO 712-TOMA DE MUESTRAS DE LABORATORIO CLINICO: Estándar de Talento Humano: 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Ver Estándar transversal Talento Humano.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1716,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 712-TOMA DE MUESTRAS DE LABORATORIO CLINICO:Estándar de Infraestructura: Modalidad intramural 3. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, No cumple con todos los criterios aplicable a los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1717,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 712-TOMA DE MUESTRAS DE LABORATORIO CLINICO:Estándar de Dotación: Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria 7. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Revisar estándar transversal. Equipos biomédicos necesarios, según las muestras que se tomen, de acuerdo con lo documentado en el estándar de procesos prioritarios. No cuenta con la documentación donde se describan los equipos necesarios para la prestación del servicio.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1718,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 712-TOMA DE MUESTRAS DE LABORATORIO CLINICO: Estandar de Medicamentos, Dispositivos Médicos e insumos: 8. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1719,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 712-TOMA DE MUESTRAS DE LABORATORIO CLINICO Estándar de Procesos Prioritarios: 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: No cumple con los criterios que le son aplicables a todos los servicios 9.3. Supervisión de la toma de muestras cuando sea realizada por los auxiliares. El prestador no presenta la información solicitada, se indica que en los servicios de urgencias y hospitalización son tomadas por el personas de estos servicios . 9.4, Procedimiento y condiciones para la toma de muestras en la modalidad extramural cuando se realicen. El prestador cuenta con documento MA-MI-LA 13 Manual de toma, transporte, conservación y remisión de muestras de laboratorio clínico, la modalidad extramural no se encuentra documentada, se diligencia el formato registro y transporte de muestras de laboratorio FTMI-LA-103 no se cuenta con el diligenciamiento de todos los campos que permiten realizar la trazabilidad de las muestras, no cuentan con la trazabilidad de la temperatura de las muestras en la modalidad extramural.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1720,Misionales,calidad,13/Mar/2025,Vencida,,SERVICIO 712-TOMA DE MUESTRAS DE LABORATORIO CLINICO Estándar de Historia Clínica y Registros 10. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le son aplicables a todos los servicios,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1721,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 714-SERVICIO FARMACEUTICO: Estándar de Infraestructura: 4, Cumple con los criterios que le sean aplicables de todos los servicios. No cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1722,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 714-SERVICIO FARMACEUTICO:Estándar de Medicamentos, Dispositivos Médicos e Insumos: 11. Cumple con los criterios que le sean aplicables de todos los servicios. No cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1723,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 714-SERVICIO FARMACEUTICO:Estándar de Procesos Prioritarios: 15. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: Verificar transversal 15.1. Procesos generales que realice, elaborado por el responsable del servicio. No cuenta con los procesos acorde a los servicios prestados.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1724,Misionales,calidad,13/Mar/2025,Vencida,,SERVICIO 714-SERVICIO FARMACEUTICO:Estándar de Historias Clínicas y Registros: 19. Cumple con los criterios que le sean aplicables de todos los servicios. No cumple con los criterios que le son aplicables a todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1725,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 739-FISIOTERAPIA: Estándar de Dotación: 21. El consultorio donde se realicen procedimientos cuenta con la dotación mínima definida para el consultorio donde se realice examen físico y adicionalmente cuenta con la dotación necesaria para realizar los procedimientos documentados en el estándar de procesos prioritarios. Cuenta con protocolos para la atención, pero se evidencia que la dotación no están en concordancia según lo estipulado en el estándar de procesos prioritarios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1726,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 739-FISIOTERAPIA:Estándar de Medicamentos, dispositivos Médicos e Insumos: 32. Cumple con los criterios que le sean aplicables de todos los servicios. cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1727,Misionales,calidad,13/Mar/2025,Vencida,,SERVICIO 739-FISIOTERAPIA: Estándar de Historia clínica y registros: 41. Cumple con los criterios que le sean aplicables de todos los servicios. El criterio no aplica para el servicio ofertado por el prestador.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1728,Gestión de Talento Humano,calidad,13/Mar/2025,Vencida,,"SERVICIO 744-IMÁGENES DIAGNOSTICAS- IONIZANTES: Estándar de Talento Humano: 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, Ver Estándar transversal Talento Humano",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1729,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,SERVICIO 744-IMÁGENES DIAGNOSTICAS- IONIZANTES: Estandár de Infraestructura: 8. Cumple con los criterios que le sean aplicables de todos los servicios Cuenta con: No cumple con todos los criterios aplicable a los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1730,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 744-IMÁGENES DIAGNOSTICAS- IONIZANTES:Estándar de Dotación: 18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, Revisar estándar transversal. 19.2. Pantalla o monitor grado médico para imágenes radiológicas. Cuenta con pantalla grado médico",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1731,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 744-IMÁGENES DIAGNOSTICAS- IONIZANTES:Estándar de Procesos Prioritarios: 28. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: El prestador no cumple con los criterios que sean aplicables a todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1732,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 744-IMÁGENES DIAGNOSTICAS- IONIZANTES:Estandar de Historia Clínica y Registros 33. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con los siguientes registros: El prestador no cumple con los criterios que le sean aplicables de todos los servicios .",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1733,Gestión de Talento Humano,calidad,13/Mar/2025,Vencida,,"SERVICIO 748-RADIOLOGIA ODONTOLOGICA: ESTANDAR DE TALENTO HUMANO: 1.Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: profesional de odontología e imágenes diagnósticas, o técnico profesional o auxiliar de odontología o auxiliar en salud oral o auxiliar de higiene oral. Ver Estándar transversal Talento Humano. Cuenta con Profesionales de odontología, con Curso Protección Radiológica",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1734,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,SERVICIO 748-RADIOLOGIA ODONTOLOGICA:Estándar de infraestructura: 5. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con profesional de la salud que atiende a distancia. No cumple con todos los criterios aplicable a los servicios. 6.Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1735,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 748-RADIOLOGIA ODONTOLOGICA Estándar de Dotación: 10. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Revisar estándar transversal.:",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1736,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO 748-RADIOLOGIA ODONTOLOGICA estandar de Medicamentos, DispositivosMédirns e insumos 14. Cumple con los criterios que le sean aplicables de todos los servicios. No cumple con los criterios que le sean aplicables de todos los servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1737,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 748-RADIOLOGIA ODONTOLOGICA estandar de procesos Prioritarios: 15. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios 15.3. verificación de la adherencia a los procedimientos realizados en la instalación y cualquier otra consideración sobre la protección radiológica de la instalación No cuenta con la información solicitada, no cuenta con adherencia a acciones realizadas sobre la protección radiológica de la instalación. para el servicio ofertado. 15.4. Realización y supervisión de toma de radiografias odontológicas cuando no sea realizada por el odontólogo, que incluya como mínimo la calidad de la imagen y radioprotección. No cuenta con registros de toma de radiografía para realizar el control de calidad 15.5. Interpretación y lectura de las radiografías odontológicas por parte del Odontólogo. El prestador no cuenta con los registros de fácil acceso para la lectura de las tomas de radiografias odontológicas.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1738,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 748-RADIOLOGIA ODONTOLOGICA estandar de historías clínicas 18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con los siguientes registros: El criterio no cumple con los criterios que sean aplicables a todos los servicios. 18.1. Número de exposiciones, e imágenes tomadas que incluya el nombre del paciente, y nombre del estudio realizado. En visita no se evidencia registros de número de exposiciones de radiografías, no se evidencia registros de nombres de pacientes o del estudio realizado. ,18.3. Número de estudios rechazados de acuerdo a la tecnología empleada. El prestador no cuenta con registros de estudios rechazados de acuerdo a la tecnología usada",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1739,Gestión de Talento Humano,calidad,13/Mar/2025,Vencida,,SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estándar de Talento Humano: 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Ver Estándar transversal Talento Humano,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1740,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estándar de Infraestructura: 3. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1741,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estándar de Dotación: 6. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Revisar estándar transversal.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1742,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estándar de Medicamentos, Dispositivos Médicos e Insumos: 7. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1743,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estándar de Procesos Prioritarios: 8. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: No cumplen con los criterios que le son aplicables de todos los servicios 8.4. Control de calidad. No cuenta con la información documentada.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1744,Misionales,calidad,13/Mar/2025,Vencida,,SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estandar de historía clínica y procesos prioritarios 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con los siguientes registros: No cumplen con los criterios que le son aplicables de todos los servicios. 9.4. Análisis del control de calidad y de las medidas preventivas y correctivas. No cuenta con la información documentada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1745,Gestión de Talento Humano,calidad,13/Mar/2025,Vencida,,"SERVICIO— 1101-ATENCIÓN DEL PARTO: Estándar de Talento Humano 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1746,Gestión de Recursos,calidad,13/Mar/2025,Vencida,,"SERVICIO— 1101-ATENCIÓN DEL PARTO: Estándar de Infraestructura: 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios. 11.2. Sistema de vacio. Cuenta con sistema de vacio, pero la red no se encuentran funcionamiento Barrera física móvil o fija entre camillas que permite fácil limpieza y desinfección y la privacidad del paciente, cuando exista más de una camilla. No cuenta con barrera física móvil ni fija entre camillas. 12.2. Sistema de vacio. Cuenta con sistema de vacío, pero la red no se encuentran funcionamiento.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1747,Misionales,calidad,13/Mar/2025,Vencida,,"SERVICIO— 1101-ATENCIÓN DEL PARTO:Estándar de Medicamentos, Dispositivos Médicos e insumos: 24 Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios. 24.1. Catéteres para vena umbilical. No cuenta con Catéteres para vena umbilical. 25.1. Catéteres para vena umbilical. No cuenta con Catéteres para vena umbilical.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - Almaguer - Almaguer,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
